transaction_id,amount,hour,country,merchant_category,device,country_risk_score,is_fraud
T001743,49.26,20,DE,grocery,desktop,0.016,0
T000371,33.08,10,FR,fuel,pos,0.159,0
T001669,34.06,15,DE,fuel,pos,0.155,0
T000721,8.79,20,CH,grocery,pos,0.12,0
T000733,8.83,11,DE,restaurant,desktop,0.113,0
T000777,21.15,20,FR,restaurant,desktop,0.079,0
T000518,26.04,8,DE,restaurant,desktop,0.194,0
T000334,44.04,21,CH,grocery,desktop,0.194,0
T000845,32.97,14,IT,fuel,desktop,0.127,0
T001251,40.45,6,IT,restaurant,mobile,0.037,0
T001052,33.0,16,DE,grocery,mobile,0.079,0
T001923,28.32,15,CH,restaurant,mobile,0.099,0
T000015,17.51,16,CH,retail,mobile,0.176,0
T000707,70.31,11,CH,retail,pos,0.161,0
T000900,30.61,10,DE,grocery,desktop,0.022,0
T001979,612.18,1,BR,crypto,vpn,0.691,1
T001572,29.26,10,CH,grocery,mobile,0.045,0
T000903,52.83,14,CH,fuel,desktop,0.069,0
T000465,21.49,20,DE,restaurant,mobile,0.101,0
T001977,66.11,4,RU,travel,vpn,0.786,1
T000199,12.36,6,CH,restaurant,desktop,0.164,0
T001206,16.1,18,DE,grocery,pos,0.19,0
T001055,16.4,13,CH,restaurant,mobile,0.074,0
T001131,31.6,13,CH,fuel,mobile,0.16,0
T001379,73.38,20,CH,grocery,mobile,0.113,0
T000998,17.41,10,CH,grocery,mobile,0.038,0
T000727,30.22,16,FR,restaurant,pos,0.038,0
T001771,67.83,16,CH,restaurant,mobile,0.168,0
T001909,26.73,16,CH,retail,mobile,0.122,0
T001821,25.69,19,DE,grocery,mobile,0.199,0
T000567,13.4,6,CH,fuel,mobile,0.197,0
T000043,20.48,16,CH,fuel,pos,0.029,0
T000274,13.61,8,IT,restaurant,desktop,0.095,0
T001096,25.72,13,CH,fuel,mobile,0.137,0
T000101,19.06,7,CH,retail,desktop,0.129,0
T001231,10.78,16,CH,restaurant,mobile,0.132,0
T001721,20.99,11,CH,restaurant,mobile,0.039,0
T001832,43.46,12,CH,retail,desktop,0.18,0
T000107,27.24,13,DE,restaurant,mobile,0.137,0
T001617,15.63,17,CH,retail,desktop,0.135,0
T000497,21.88,11,CH,retail,mobile,0.193,0
T001980,50.4,1,US,travel,emulator,0.93,1
T000881,17.84,9,IT,restaurant,mobile,0.181,0
T000756,32.98,19,DE,restaurant,mobile,0.025,0
T000619,28.06,14,DE,grocery,mobile,0.059,0
T001106,35.43,18,CH,fuel,desktop,0.077,0
T001935,9.96,12,CH,fuel,mobile,0.133,0
T000809,14.34,20,CH,restaurant,mobile,0.145,0
T001037,10.19,6,CH,restaurant,desktop,0.13,0
T000072,24.01,9,CH,grocery,pos,0.058,0
T001283,43.55,13,CH,restaurant,mobile,0.128,0
T001271,35.36,10,IT,restaurant,mobile,0.042,0
T001334,26.82,11,CH,grocery,mobile,0.199,0
T001458,53.19,14,DE,restaurant,pos,0.141,0
T000481,13.83,21,IT,restaurant,mobile,0.085,0
T001068,18.53,14,FR,restaurant,mobile,0.055,0
T000506,17.19,12,DE,grocery,desktop,0.156,0
T001237,17.6,6,CH,fuel,mobile,0.066,0
T001861,39.9,19,IT,restaurant,mobile,0.042,0
T001989,71.02,1,US,travel,unknown,0.82,1
T001476,22.82,10,CH,retail,pos,0.145,0
T001866,45.58,15,CH,fuel,mobile,0.035,0
T001455,8.53,13,CH,grocery,desktop,0.059,0
T000311,47.43,14,DE,retail,desktop,0.098,0
T000962,27.6,19,CH,grocery,pos,0.101,0
T000405,35.65,18,IT,restaurant,desktop,0.148,0
T001330,61.46,19,FR,retail,desktop,0.174,0
T001649,116.02,12,CH,retail,mobile,0.118,0
T000309,21.73,22,DE,retail,desktop,0.05,0
T000226,25.5,10,CH,retail,desktop,0.068,0
T001857,21.11,8,DE,restaurant,mobile,0.098,0
T000710,27.84,22,CH,grocery,pos,0.052,0
T001943,144.43,4,US,electronics,unknown,0.769,1
T001383,17.06,18,CH,restaurant,mobile,0.075,0
T001785,10.23,8,CH,grocery,desktop,0.04,0
T000148,33.55,17,FR,restaurant,pos,0.147,0
T001554,21.42,17,DE,fuel,mobile,0.018,0
T001956,151.62,5,BR,travel,emulator,0.713,1
T000925,9.84,16,CH,grocery,mobile,0.015,0
T000942,36.24,12,CH,restaurant,mobile,0.093,0
T000836,62.2,12,CH,fuel,pos,0.012,0
T000575,6.51,6,FR,retail,desktop,0.135,0
T000557,18.92,17,CH,restaurant,mobile,0.135,0
T001235,65.59,20,DE,fuel,mobile,0.152,0
T001360,24.31,16,CH,grocery,mobile,0.104,0
T001347,42.97,13,IT,retail,mobile,0.161,0
T001161,96.99,18,CH,retail,mobile,0.103,0
T001442,27.35,10,IT,restaurant,desktop,0.12,0
T000286,22.4,20,CH,retail,mobile,0.07,0
T001604,18.36,9,IT,restaurant,mobile,0.082,0
T001057,49.58,13,DE,restaurant,desktop,0.107,0
T000598,18.79,11,IT,retail,mobile,0.135,0
T000932,10.29,11,DE,restaurant,pos,0.012,0
T001461,11.77,7,CH,retail,mobile,0.197,0
T001637,31.63,6,IT,fuel,mobile,0.134,0
T001587,19.68,20,CH,retail,desktop,0.061,0
T001040,67.38,17,CH,grocery,desktop,0.125,0
T001230,17.56,8,CH,retail,desktop,0.04,0
T000806,28.03,13,FR,grocery,desktop,0.182,0
T000904,27.51,11,CH,restaurant,mobile,0.076,0
T001679,18.94,18,CH,grocery,desktop,0.049,0
T001204,25.26,13,CH,grocery,desktop,0.164,0
T000767,70.99,8,DE,grocery,mobile,0.094,0
T000609,60.2,7,CH,restaurant,mobile,0.187,0
T001992,224.86,0,CN,crypto,emulator,0.886,1
T001564,38.17,13,FR,grocery,mobile,0.071,0
T001422,19.71,16,CH,fuel,mobile,0.137,0
T001010,54.08,10,CH,restaurant,mobile,0.137,0
T000493,14.63,9,DE,grocery,desktop,0.147,0
T001320,25.38,9,DE,fuel,mobile,0.132,0
T000277,17.11,7,CH,retail,desktop,0.059,0
T001846,52.43,12,CH,restaurant,pos,0.026,0
T000358,29.77,7,CH,grocery,pos,0.085,0
T001110,21.88,11,CH,retail,mobile,0.039,0
T000236,7.28,11,CH,fuel,desktop,0.197,0
T000551,22.34,8,CH,retail,mobile,0.085,0
T001867,48.23,20,DE,grocery,desktop,0.123,0
T001812,64.54,20,CH,retail,desktop,0.122,0
T000208,33.42,9,DE,restaurant,mobile,0.155,0
T001386,53.57,20,CH,fuel,pos,0.053,0
T001560,24.22,13,CH,fuel,desktop,0.043,0
T000058,29.93,12,CH,retail,mobile,0.095,0
T000631,61.42,21,DE,restaurant,mobile,0.062,0
T001961,772.79,5,NG,travel,emulator,0.747,1
T001859,28.68,8,IT,restaurant,desktop,0.103,0
T001816,6.75,16,CH,restaurant,desktop,0.052,0
T000363,31.22,9,CH,fuel,mobile,0.144,0
T000505,18.32,20,DE,fuel,pos,0.071,0
T001165,106.04,13,CH,fuel,desktop,0.155,0
T001121,50.01,21,FR,grocery,mobile,0.133,0
T001629,40.92,7,DE,retail,desktop,0.04,0
T001216,16.38,18,IT,fuel,desktop,0.133,0
T001151,6.74,21,CH,grocery,pos,0.064,0
T001124,65.37,15,CH,retail,desktop,0.183,0
T001594,5.94,7,CH,grocery,desktop,0.102,0
T000118,48.7,9,IT,grocery,mobile,0.155,0
T001249,9.65,16,CH,retail,mobile,0.084,0
T001993,294.74,4,RU,gift_cards,vpn,0.778,1
T000522,16.48,21,FR,fuel,mobile,0.037,0
T000513,14.23,14,DE,restaurant,mobile,0.048,0
T000081,30.39,11,CH,grocery,mobile,0.07,0
T000915,29.0,16,DE,retail,desktop,0.088,0
T001018,20.24,16,CH,fuel,desktop,0.147,0
T000380,14.82,13,FR,fuel,mobile,0.17,0
T001029,13.28,20,CH,grocery,mobile,0.105,0
T001688,29.08,17,CH,retail,desktop,0.057,0
T000084,15.1,13,IT,fuel,mobile,0.154,0
T001677,61.12,10,DE,retail,desktop,0.165,0
T000329,35.77,18,CH,restaurant,pos,0.132,0
T000006,63.28,17,CH,grocery,desktop,0.101,0
T000745,15.87,8,FR,restaurant,desktop,0.181,0
T001553,14.94,15,CH,fuel,mobile,0.126,0
T000914,23.17,18,DE,grocery,mobile,0.103,0
T000873,15.82,18,CH,restaurant,pos,0.148,0
T000451,43.51,8,DE,restaurant,mobile,0.163,0
T000490,24.42,16,CH,grocery,desktop,0.122,0
T001480,37.84,9,DE,restaurant,mobile,0.023,0
T000287,34.92,14,FR,restaurant,mobile,0.123,0
T000948,23.87,11,CH,retail,desktop,0.129,0
T001985,105.09,4,RU,crypto,emulator,0.836,1
T001368,18.8,20,FR,fuel,pos,0.082,0
T001146,12.71,17,IT,restaurant,mobile,0.017,0
T000705,35.29,22,CH,restaurant,desktop,0.162,0
T001726,17.79,9,IT,restaurant,mobile,0.058,0
T001701,32.9,17,CH,fuel,desktop,0.149,0
T001628,25.55,15,DE,retail,mobile,0.131,0
T001599,15.85,7,FR,retail,desktop,0.054,0
T001538,12.16,22,DE,retail,mobile,0.041,0
T001405,15.58,8,CH,fuel,mobile,0.132,0
T001650,34.74,7,CH,restaurant,pos,0.086,0
T000327,39.45,13,IT,retail,mobile,0.052,0
T000442,7.1,10,CH,fuel,desktop,0.192,0
T000774,35.63,21,CH,grocery,mobile,0.156,0
T001087,28.31,7,CH,fuel,mobile,0.018,0
T001220,12.03,13,IT,grocery,desktop,0.018,0
T001635,19.26,12,IT,restaurant,pos,0.03,0
T000177,58.68,21,CH,restaurant,desktop,0.023,0
T001322,23.52,21,CH,fuel,pos,0.058,0
T000704,9.64,15,CH,restaurant,mobile,0.198,0
T000086,42.49,19,IT,restaurant,mobile,0.025,0
T001883,17.19,9,CH,restaurant,desktop,0.078,0
T001947,131.84,3,CN,gift_cards,unknown,0.742,1
T000457,13.18,11,CH,retail,desktop,0.041,0
T001828,23.12,13,CH,fuel,desktop,0.109,0
T000054,45.54,13,CH,retail,mobile,0.17,0
T001501,17.62,8,CH,grocery,pos,0.069,0
T000643,9.96,18,CH,grocery,pos,0.057,0
T000677,70.2,20,CH,retail,mobile,0.148,0
T000221,8.0,17,CH,grocery,desktop,0.123,0
T000113,107.55,14,DE,fuel,mobile,0.16,0
T000982,13.73,18,CH,retail,mobile,0.098,0
T001228,43.74,6,IT,grocery,desktop,0.115,0
T000999,34.59,15,CH,grocery,desktop,0.028,0
T000174,28.96,15,CH,fuel,mobile,0.114,0
T000781,11.01,20,CH,fuel,pos,0.068,0
T000589,14.68,12,CH,fuel,pos,0.059,0
T001559,20.85,20,FR,fuel,mobile,0.168,0
T000018,14.23,16,CH,grocery,mobile,0.041,0
T000423,43.95,20,CH,grocery,mobile,0.099,0
T001343,50.12,8,DE,retail,mobile,0.119,0
T000285,7.6,16,IT,fuel,mobile,0.042,0
T001583,25.46,10,CH,restaurant,mobile,0.104,0
T000428,46.3,9,CH,restaurant,pos,0.144,0
T001509,59.53,17,CH,retail,mobile,0.016,0
T001318,17.02,7,CH,retail,mobile,0.147,0
T000669,47.22,22,CH,grocery,mobile,0.102,0
T000031,74.54,22,CH,grocery,pos,0.16,0
T000940,11.38,18,CH,restaurant,mobile,0.013,0
T000722,10.93,7,CH,fuel,mobile,0.08,0
T000994,13.45,16,CH,restaurant,desktop,0.112,0
T000214,20.3,6,CH,restaurant,desktop,0.17,0
T000813,27.6,15,FR,grocery,mobile,0.151,0
T000326,49.15,11,IT,fuel,mobile,0.166,0
T000560,29.19,13,CH,fuel,desktop,0.132,0
T001112,41.35,16,CH,fuel,pos,0.15,0
T000700,17.93,6,CH,retail,desktop,0.044,0
T001578,15.79,21,CH,retail,mobile,0.133,0
T001189,13.72,18,CH,grocery,mobile,0.02,0
T000341,28.39,21,FR,restaurant,desktop,0.078,0
T000629,47.3,14,CH,restaurant,mobile,0.014,0
T000147,11.11,7,CH,retail,desktop,0.08,0
T001309,32.62,8,CH,retail,mobile,0.152,0
T000360,33.5,18,CH,restaurant,pos,0.096,0
T000083,17.98,8,CH,fuel,desktop,0.139,0
T000048,30.15,17,CH,restaurant,pos,0.039,0
T000468,17.84,11,CH,grocery,mobile,0.081,0
T000155,15.98,21,CH,retail,mobile,0.1,0
T000772,35.85,22,FR,grocery,mobile,0.196,0
T001239,65.17,19,CH,fuel,desktop,0.152,0
T001200,26.45,13,CH,fuel,mobile,0.069,0
T001402,49.97,20,CH,retail,desktop,0.102,0
T001202,26.4,19,CH,fuel,mobile,0.057,0
T001630,32.81,7,CH,grocery,pos,0.147,0
T000500,42.76,9,CH,restaurant,mobile,0.059,0
T001764,21.17,10,CH,retail,mobile,0.114,0
T000179,125.47,14,CH,restaurant,desktop,0.164,0
T001047,9.53,10,CH,restaurant,pos,0.194,0
T001755,55.94,19,DE,fuel,desktop,0.194,0
T000950,21.23,17,CH,restaurant,desktop,0.139,0
T001316,12.95,17,CH,grocery,desktop,0.022,0
T001619,48.87,18,FR,restaurant,mobile,0.042,0
T000528,28.67,20,IT,grocery,desktop,0.013,0
T000346,10.29,16,CH,fuel,pos,0.053,0
T001387,62.61,22,CH,fuel,pos,0.062,0
T001960,121.23,3,US,electronics,unknown,0.908,1
T001050,16.86,7,CH,retail,desktop,0.09,0
T001972,212.15,4,CN,gift_cards,emulator,0.746,1
T001441,49.6,19,FR,grocery,desktop,0.103,0
T000601,14.11,10,CH,retail,pos,0.01,0
T001281,22.39,8,DE,retail,desktop,0.02,0
T000243,41.24,21,CH,fuel,pos,0.186,0
T001336,16.98,16,CH,retail,mobile,0.034,0
T001067,49.23,21,DE,fuel,pos,0.137,0
T001475,36.2,18,CH,grocery,desktop,0.107,0
T000312,40.26,16,CH,grocery,pos,0.127,0
T000435,25.65,21,CH,grocery,desktop,0.184,0
T001898,34.35,20,CH,fuel,mobile,0.099,0
T001328,11.87,11,CH,fuel,mobile,0.071,0
T000308,34.06,19,CH,fuel,desktop,0.121,0
T000430,12.06,20,CH,restaurant,mobile,0.041,0
T000660,17.39,21,FR,retail,pos,0.128,0
T000370,24.9,14,FR,restaurant,pos,0.106,0
T000566,7.22,13,CH,grocery,mobile,0.119,0
T000979,38.72,8,FR,retail,pos,0.087,0
T000181,14.67,20,CH,restaurant,pos,0.127,0
T001362,26.36,17,IT,fuel,mobile,0.083,0
T000621,32.55,8,DE,fuel,mobile,0.013,0
T000818,25.77,7,DE,fuel,mobile,0.07,0
T001192,17.1,18,CH,fuel,mobile,0.019,0
T000952,11.58,13,IT,retail,desktop,0.068,0
T001421,46.69,20,CH,retail,mobile,0.068,0
T001840,22.71,19,CH,restaurant,pos,0.028,0
T000922,26.57,17,FR,retail,desktop,0.098,0
T001073,11.36,20,CH,grocery,mobile,0.068,0
T000296,42.09,13,CH,grocery,desktop,0.153,0
T000966,16.35,18,CH,grocery,desktop,0.103,0
T000461,25.06,12,DE,restaurant,mobile,0.07,0
T001302,22.09,8,CH,retail,pos,0.037,0
T001176,8.88,13,CH,restaurant,mobile,0.083,0
T000377,27.39,15,DE,retail,desktop,0.145,0
T000798,24.95,7,FR,grocery,pos,0.052,0
T001102,85.89,15,CH,grocery,mobile,0.021,0
T000105,31.26,12,CH,grocery,mobile,0.119,0
T000126,13.54,17,DE,restaurant,mobile,0.182,0
T001995,287.42,4,CN,travel,vpn,0.926,1
T000838,44.28,22,CH,grocery,desktop,0.143,0
T000355,13.44,16,CH,restaurant,mobile,0.159,0
T001616,29.35,9,CH,grocery,pos,0.123,0
T000682,17.91,16,IT,retail,mobile,0.156,0
T000812,58.45,8,CH,grocery,pos,0.141,0
T001680,31.26,16,DE,restaurant,pos,0.133,0
T000209,247.56,8,CH,grocery,pos,0.113,0
T001492,17.49,16,CH,grocery,mobile,0.124,0
T000140,28.12,11,IT,retail,mobile,0.044,0
T001974,937.28,5,US,crypto,unknown,0.924,1
T001339,27.17,20,CH,grocery,desktop,0.095,0
T001797,15.22,18,DE,retail,desktop,0.141,0
T001574,32.46,9,IT,restaurant,mobile,0.196,0
T001181,56.55,8,CH,retail,pos,0.164,0
T001393,26.63,21,CH,fuel,mobile,0.082,0
T001815,14.37,15,DE,restaurant,desktop,0.106,0
T000711,23.15,6,CH,fuel,mobile,0.174,0
T001793,36.7,9,CH,restaurant,mobile,0.154,0
T000892,46.53,13,CH,grocery,pos,0.183,0
T000859,35.86,19,CH,grocery,mobile,0.08,0
T000010,18.58,17,CH,grocery,pos,0.039,0
T001694,26.47,7,IT,fuel,mobile,0.116,0
T001427,12.66,8,CH,restaurant,mobile,0.162,0
T000282,63.54,13,FR,restaurant,mobile,0.07,0
T000810,21.93,6,DE,restaurant,desktop,0.093,0
T001341,24.58,8,DE,restaurant,desktop,0.175,0
T000291,18.25,15,CH,fuel,pos,0.081,0
T000754,13.88,10,CH,retail,mobile,0.025,0
T000626,13.55,11,CH,fuel,desktop,0.066,0
T000943,23.12,15,CH,grocery,mobile,0.048,0
T000861,9.88,21,CH,retail,desktop,0.132,0
T000129,18.14,7,CH,restaurant,mobile,0.159,0
T001175,20.73,13,CH,restaurant,pos,0.158,0
T000323,86.09,19,CH,retail,pos,0.192,0
T001090,23.5,20,CH,fuel,mobile,0.125,0
T000843,30.86,16,DE,fuel,mobile,0.106,0
T000963,37.54,13,CH,retail,pos,0.044,0
T001864,53.66,19,FR,restaurant,pos,0.112,0
T000865,19.44,17,CH,retail,mobile,0.098,0
T000921,13.25,7,DE,restaurant,pos,0.13,0
T000695,20.37,18,CH,retail,mobile,0.193,0
T000215,38.68,9,CH,fuel,mobile,0.012,0
T001780,10.55,7,CH,fuel,mobile,0.028,0
T001261,25.68,16,DE,restaurant,pos,0.019,0
T000158,12.0,22,CH,grocery,desktop,0.125,0
T001058,33.99,13,CH,grocery,desktop,0.035,0
T000988,21.49,8,CH,retail,mobile,0.113,0
T000841,36.78,8,CH,fuel,mobile,0.048,0
T000634,13.37,9,IT,restaurant,mobile,0.174,0
T000516,33.13,11,DE,restaurant,pos,0.183,0
T001428,21.48,9,DE,grocery,mobile,0.085,0
T001747,33.14,18,CH,grocery,mobile,0.194,0
T000597,13.64,7,CH,retail,pos,0.028,0
T000195,30.91,14,CH,grocery,desktop,0.146,0
T001783,38.71,21,CH,retail,mobile,0.084,0
T000869,81.95,20,DE,fuel,mobile,0.046,0
T000410,37.6,10,DE,retail,desktop,0.02,0
T000096,29.3,7,DE,grocery,mobile,0.188,0
T001000,56.8,9,CH,restaurant,mobile,0.013,0
T001505,18.69,18,CH,retail,desktop,0.053,0
T000156,75.15,17,CH,fuel,desktop,0.083,0
T000419,25.55,8,CH,retail,desktop,0.014,0
T001802,16.04,13,CH,retail,pos,0.162,0
T000477,29.57,21,FR,grocery,pos,0.032,0
T001855,16.41,19,IT,fuel,mobile,0.033,0
T000668,5.0,14,CH,grocery,desktop,0.175,0
T001417,28.82,19,FR,restaurant,pos,0.185,0
T001871,21.56,22,DE,retail,desktop,0.081,0
T001299,29.76,19,CH,retail,pos,0.169,0
T000447,13.96,9,CH,grocery,mobile,0.062,0
T000553,28.58,21,FR,fuel,pos,0.091,0
T000178,20.93,12,CH,restaurant,desktop,0.163,0
T000390,14.31,7,CH,fuel,mobile,0.058,0
T000578,10.1,10,CH,grocery,pos,0.166,0
T001477,31.55,11,CH,grocery,pos,0.09,0
T001706,36.73,19,CH,fuel,desktop,0.101,0
T001287,33.27,13,CH,retail,mobile,0.098,0
T001644,12.97,6,IT,fuel,mobile,0.021,0
T001023,88.71,14,CH,fuel,pos,0.172,0
T000820,17.99,6,CH,grocery,pos,0.08,0
T001824,27.14,15,CH,retail,desktop,0.177,0
T000984,24.48,8,FR,retail,desktop,0.053,0
T001338,19.44,17,IT,fuel,mobile,0.174,0
T000664,16.0,8,CH,restaurant,desktop,0.11,0
T000142,9.35,17,CH,fuel,desktop,0.075,0
T001516,60.83,20,DE,fuel,mobile,0.022,0
T001429,20.78,8,CH,fuel,desktop,0.05,0
T000864,16.98,11,IT,grocery,desktop,0.143,0
T000421,70.33,18,CH,restaurant,mobile,0.039,0
T000636,40.2,9,DE,restaurant,desktop,0.199,0
T001406,10.45,11,CH,fuel,mobile,0.104,0
T000799,24.97,14,DE,retail,mobile,0.101,0
T001403,37.76,18,CH,grocery,desktop,0.117,0
T000615,26.51,16,CH,fuel,desktop,0.099,0
T000294,30.39,16,CH,grocery,desktop,0.04,0
T000923,16.12,15,CH,fuel,desktop,0.116,0
T001268,15.78,11,CH,retail,mobile,0.061,0
T001902,49.59,12,DE,retail,desktop,0.141,0
T000088,17.85,18,CH,grocery,desktop,0.196,0
T000041,27.19,19,CH,retail,desktop,0.059,0
T001801,23.66,16,FR,retail,pos,0.058,0
T001933,23.02,20,DE,restaurant,mobile,0.192,0
T000131,25.56,14,CH,restaurant,desktop,0.078,0
T001001,42.72,16,DE,fuel,mobile,0.09,0
T001157,94.77,22,CH,restaurant,pos,0.195,0
T001094,38.08,13,CH,fuel,mobile,0.097,0
T001854,44.72,9,CH,restaurant,mobile,0.059,0
T001344,43.37,13,CH,retail,desktop,0.172,0
T001498,45.35,14,FR,retail,desktop,0.084,0
T000164,43.73,10,CH,restaurant,mobile,0.053,0
T000724,27.18,18,CH,fuel,mobile,0.034,0
T000290,21.65,12,DE,fuel,pos,0.025,0
T001208,10.57,10,CH,fuel,desktop,0.073,0
T001588,14.93,19,CH,restaurant,mobile,0.137,0
T001896,21.0,21,CH,grocery,mobile,0.082,0
T001641,57.24,20,IT,fuel,mobile,0.03,0
T001361,34.73,17,CH,restaurant,mobile,0.05,0
T000778,23.46,10,DE,retail,mobile,0.15,0
T000839,21.58,22,CH,retail,mobile,0.063,0
T000348,15.94,11,CH,fuel,pos,0.125,0
T001944,157.31,1,NG,gift_cards,vpn,0.616,1
T000571,67.08,10,CH,restaurant,mobile,0.132,0
T000917,27.44,13,IT,grocery,mobile,0.102,0
T000976,18.7,15,IT,fuel,mobile,0.109,0
T001913,33.13,9,FR,restaurant,mobile,0.024,0
T001468,11.97,8,CH,grocery,mobile,0.044,0
T001591,4.25,10,CH,restaurant,desktop,0.094,0
T001317,20.43,20,DE,fuel,mobile,0.156,0
T001844,27.0,16,CH,restaurant,mobile,0.013,0
T000136,15.33,11,CH,restaurant,desktop,0.098,0
T000458,17.6,10,DE,retail,mobile,0.089,0
T000375,15.48,15,CH,fuel,desktop,0.057,0
T001342,31.89,13,CH,restaurant,mobile,0.018,0
T000333,16.34,22,CH,restaurant,mobile,0.103,0
T001159,20.19,10,DE,fuel,mobile,0.053,0
T001760,65.63,14,FR,fuel,mobile,0.182,0
T001457,30.84,16,DE,restaurant,desktop,0.065,0
T000816,28.8,15,CH,fuel,pos,0.153,0
T001114,26.85,10,CH,grocery,mobile,0.063,0
T001005,31.07,21,CH,fuel,mobile,0.139,0
T001856,56.57,19,CH,grocery,mobile,0.189,0
T001954,219.17,5,BR,crypto,unknown,0.867,1
T001850,16.65,18,CH,fuel,pos,0.111,0
T000910,20.4,10,CH,fuel,mobile,0.067,0
T001929,79.44,14,FR,restaurant,desktop,0.087,0
T001125,12.33,15,DE,grocery,desktop,0.047,0
T000328,35.68,17,IT,retail,mobile,0.056,0
T001247,15.46,16,FR,restaurant,mobile,0.135,0
T000318,29.8,10,FR,restaurant,mobile,0.044,0
T001689,21.0,14,CH,retail,mobile,0.168,0
T001358,10.1,6,IT,restaurant,desktop,0.135,0
T001732,24.25,17,DE,fuel,mobile,0.098,0
T000167,76.56,16,IT,retail,desktop,0.144,0
T000012,28.37,11,CH,retail,desktop,0.089,0
T001926,5.38,10,CH,fuel,desktop,0.09,0
T000171,15.04,14,CH,grocery,mobile,0.15,0
T000649,37.25,22,IT,retail,pos,0.16,0
T001061,4.44,19,CH,grocery,desktop,0.169,0
T000260,14.07,16,CH,fuel,pos,0.036,0
T001366,24.13,14,CH,fuel,pos,0.133,0
T001548,38.85,17,CH,grocery,mobile,0.102,0
T000901,19.38,17,CH,grocery,mobile,0.03,0
T000672,19.97,15,FR,grocery,mobile,0.086,0
T000258,32.02,21,CH,retail,desktop,0.124,0
T000844,27.11,21,CH,grocery,mobile,0.195,0
T000867,29.98,13,CH,grocery,mobile,0.036,0
T001799,24.85,20,DE,retail,desktop,0.035,0
T000138,39.97,13,DE,grocery,mobile,0.196,0
T000893,49.48,14,DE,grocery,mobile,0.014,0
T001837,26.18,17,FR,grocery,desktop,0.016,0
T000549,17.07,18,CH,retail,pos,0.107,0
T000319,22.69,11,DE,grocery,pos,0.015,0
T001526,76.0,19,DE,grocery,desktop,0.181,0
T001805,9.48,21,DE,grocery,pos,0.043,0
T001177,23.13,11,DE,grocery,desktop,0.073,0
T000558,31.08,7,CH,grocery,pos,0.076,0
T000139,11.72,14,CH,restaurant,pos,0.17,0
T001734,39.65,22,DE,grocery,desktop,0.139,0
T000531,9.05,22,DE,retail,mobile,0.13,0
T000224,18.48,19,CH,fuel,mobile,0.02,0
T000723,38.32,16,FR,retail,mobile,0.013,0
T000786,40.46,7,CH,retail,pos,0.153,0
T001717,27.5,9,DE,grocery,desktop,0.067,0
T001007,35.91,19,IT,restaurant,pos,0.098,0
T000409,33.4,14,CH,restaurant,mobile,0.022,0
T000325,11.84,8,DE,fuel,desktop,0.068,0
T001765,14.79,13,CH,fuel,desktop,0.046,0
T000299,35.79,20,DE,retail,mobile,0.011,0
T001262,33.89,22,CH,grocery,pos,0.01,0
T001945,308.09,1,CN,crypto,unknown,0.886,1
T000025,26.22,18,CH,retail,mobile,0.011,0
T001858,29.17,22,CH,restaurant,pos,0.069,0
T000714,23.98,7,CH,retail,mobile,0.1,0
T001009,17.79,10,CH,grocery,mobile,0.197,0
T000193,11.62,7,CH,restaurant,desktop,0.044,0
T000440,30.89,20,IT,restaurant,desktop,0.054,0
T000573,21.51,22,CH,grocery,pos,0.01,0
T000946,9.82,20,CH,fuel,mobile,0.033,0
T000997,36.04,21,DE,fuel,desktop,0.073,0
T000503,34.39,7,CH,grocery,mobile,0.031,0
T000605,75.65,17,FR,grocery,pos,0.017,0
T001716,29.94,21,CH,restaurant,pos,0.104,0
T001163,9.14,9,CH,retail,mobile,0.048,0
T001786,20.38,8,FR,restaurant,mobile,0.185,0
T000846,29.18,6,CH,retail,mobile,0.188,0
T000003,61.18,22,FR,retail,mobile,0.099,0
T001286,8.15,21,DE,retail,desktop,0.05,0
T001222,35.88,14,CH,restaurant,mobile,0.174,0
T000467,38.65,17,FR,retail,mobile,0.185,0
T000321,35.06,19,CH,restaurant,desktop,0.122,0
T000005,21.32,19,CH,retail,pos,0.17,0
T000222,37.03,20,DE,restaurant,mobile,0.027,0
T001374,59.31,20,CH,retail,desktop,0.046,0
T000547,21.72,11,CH,grocery,mobile,0.091,0
T000228,15.97,7,CH,retail,pos,0.132,0
T000039,27.61,18,CH,restaurant,pos,0.109,0
T000542,33.71,22,DE,fuel,mobile,0.097,0
T000242,33.21,6,CH,retail,pos,0.062,0
T000898,50.6,22,IT,retail,mobile,0.013,0
T001133,32.2,20,CH,grocery,mobile,0.162,0
T001448,51.57,21,IT,restaurant,mobile,0.142,0
T001868,12.75,11,IT,restaurant,desktop,0.095,0
T000842,12.51,20,DE,fuel,mobile,0.061,0
T001418,61.38,18,CH,grocery,mobile,0.089,0
T001653,19.85,17,IT,retail,mobile,0.086,0
T001969,177.76,2,CN,crypto,unknown,0.746,1
T000661,17.67,11,DE,retail,mobile,0.011,0
T001210,11.63,21,CH,retail,pos,0.09,0
T000314,53.69,11,IT,fuel,desktop,0.191,0
T000691,49.19,21,CH,fuel,pos,0.15,0
T001503,24.48,21,CH,retail,desktop,0.017,0
T000424,36.13,12,CH,grocery,mobile,0.087,0
T000594,45.72,13,CH,fuel,desktop,0.018,0
T001963,53.82,3,BR,gift_cards,emulator,0.807,1
T000622,75.88,20,CH,grocery,desktop,0.059,0
