transaction_id,amount,hour,country,merchant_category,device,country_risk_score,is_fraud,log_amount,is_night,is_high_risk_country,fraud_probability,fraud_label,risk_level
T001831,28.22,16,DE,grocery,pos,0.016,0,3.3748534063225533,0,0,0.0,0,
T000427,37.03,19,FR,fuel,desktop,0.172,0,3.638375321940168,0,0,0.0,0,
T000581,19.12,14,CH,grocery,mobile,0.061,0,3.0017143452315387,0,0,0.0,0,
T000076,25.85,14,CH,grocery,mobile,0.044,0,3.2902658209548736,0,0,0.0,0,
T001916,15.29,18,CH,grocery,mobile,0.194,0,2.790551422613954,0,0,0.0,0,
T001414,16.67,9,CH,grocery,mobile,0.19,0,2.871868286331605,0,0,0.0,0,
T000780,27.29,19,CH,retail,desktop,0.044,0,3.342508385313476,0,0,0.0,0,
T001919,18.48,17,IT,restaurant,desktop,0.13,0,2.969388298214389,0,0,0.0,0,
T001173,23.63,21,CH,grocery,mobile,0.124,0,3.2039652121324464,0,0,0.0,0,
T001319,21.93,17,DE,grocery,mobile,0.178,0,3.132446096869813,0,0,0.0,0,
T000937,37.53,6,CH,grocery,pos,0.174,0,3.6514371586380663,1,0,0.0,0,
T000030,17.1,18,CH,restaurant,desktop,0.057,0,2.89591193827178,0,0,0.0,0,
T001091,23.99,10,CH,fuel,desktop,0.162,0,3.218475744846861,0,0,0.0,0,
T001615,166.64,10,DE,retail,desktop,0.19,0,5.121818823056871,0,0,0.005,0,LOW
T001229,92.42,17,CH,fuel,desktop,0.083,0,4.537105455073962,0,0,0.0,0,
T000974,18.77,17,IT,fuel,mobile,0.167,0,2.9841656371825254,0,0,0.0,0,
T001084,30.85,7,DE,fuel,mobile,0.158,0,3.4610373820181723,0,0,0.0,0,
T000514,17.36,14,CH,grocery,desktop,0.106,0,2.9101743851923443,0,0,0.0,0,
T001550,23.1,20,FR,restaurant,mobile,0.038,0,3.1822118404966093,0,0,0.0,0,
T001567,33.43,16,IT,fuel,mobile,0.153,0,3.5389282773504322,0,0,0.0,0,
T001810,18.36,12,CH,restaurant,desktop,0.108,0,2.963209081848431,0,0,0.0,0,
T001573,10.87,21,FR,retail,desktop,0.188,0,2.4740142086215764,0,0,0.0,0,
T000044,10.1,8,CH,fuel,desktop,0.154,0,2.4069451083182885,0,0,0.0,0,
T001686,18.56,13,IT,grocery,mobile,0.151,0,2.9734866646066713,0,0,0.0,0,
T000168,21.17,22,CH,retail,pos,0.108,0,3.09874002362822,0,0,0.0,0,
T000303,35.38,22,CH,fuel,desktop,0.066,0,3.5940191730899764,0,0,0.0,0,
T000990,27.8,19,DE,retail,mobile,0.099,0,3.3603753871419,0,0,0.0,0,
T000555,19.16,15,CH,fuel,desktop,0.108,0,3.0037004432031678,0,0,0.0,0,
T001924,85.15,6,CH,fuel,mobile,0.174,0,4.456089962973938,1,0,0.0,0,
T000607,11.63,8,DE,grocery,mobile,0.145,0,2.5360749363624,0,0,0.0,0,
T001618,19.0,7,DE,restaurant,pos,0.022,0,2.995732273553991,0,0,0.0,0,
T000757,27.41,15,CH,fuel,mobile,0.027,0,3.3467411958660964,0,0,0.0,0,
T000438,8.83,19,CH,restaurant,mobile,0.163,0,2.285438934159075,0,0,0.0,0,
T000582,35.86,10,CH,restaurant,mobile,0.101,0,3.607126952241677,0,0,0.0,0,
T001518,13.27,20,CH,fuel,mobile,0.168,0,2.658159431488745,0,0,0.0,0,
T000527,25.25,8,DE,grocery,mobile,0.101,0,3.2676659890376327,0,0,0.0,0,
T000342,28.42,9,CH,restaurant,mobile,0.149,0,3.3816747151732915,0,0,0.0,0,
T001736,13.04,19,CH,restaurant,desktop,0.101,0,2.641910398597665,0,0,0.0,0,
T000367,24.72,12,CH,retail,mobile,0.057,0,3.2472688993694185,0,0,0.0,0,
T000185,37.65,17,CH,retail,mobile,0.025,0,3.654546775033431,0,0,0.0,0,
T001116,103.76,15,DE,restaurant,desktop,0.025,0,4.651672019639511,0,0,0.005,0,LOW
T001754,33.34,22,CH,restaurant,mobile,0.072,0,3.5363108554693294,0,0,0.0,0,
T001425,7.54,8,IT,retail,desktop,0.187,0,2.1447610078004784,0,0,0.0,0,
T000300,14.92,16,CH,grocery,pos,0.092,0,2.767576180416237,0,0,0.0,0,
T001903,30.62,21,CH,fuel,mobile,0.151,0,3.453789831781326,0,0,0.0,0,
T000832,13.43,22,IT,retail,pos,0.125,0,2.6693093727857793,0,0,0.0,0,
T000543,58.26,13,CH,retail,mobile,0.061,0,4.081934542145419,0,0,0.0,0,
T001600,21.98,18,FR,grocery,pos,0.181,0,3.1346242724206097,0,0,0.0,0,
T000350,29.56,9,IT,fuel,mobile,0.124,0,3.4196919642983197,0,0,0.0,0,
T001932,18.56,16,IT,retail,mobile,0.032,0,2.9734866646066713,0,0,0.0,0,
T001510,12.37,19,CH,fuel,desktop,0.151,0,2.5930133911138515,0,0,0.0,0,
T000978,9.48,18,CH,retail,desktop,0.138,0,2.349468678892896,0,0,0.0,0,
T000175,40.3,22,CH,retail,desktop,0.145,0,3.720862499966987,0,0,0.0,0,
T000482,9.36,13,DE,grocery,pos,0.12,0,2.337952236831337,0,0,0.0,0,
T001412,32.25,11,CH,grocery,mobile,0.117,0,3.504054767101863,0,0,0.0,0,
T001610,20.59,20,IT,grocery,desktop,0.014,0,3.072230244526716,0,0,0.0,0,
T000123,10.58,9,DE,fuel,desktop,0.076,0,2.449279472144849,0,0,0.0,0,
T000599,30.77,10,CH,retail,pos,0.133,0,3.4585224482814247,0,0,0.0,0,
T001794,27.88,11,FR,retail,mobile,0.117,0,3.3631493140246254,0,0,0.0,0,
T001745,28.3,7,CH,retail,desktop,0.121,0,3.3775875160230218,0,0,0.0,0,
T001378,17.06,15,CH,fuel,desktop,0.11,0,2.8936995479888394,0,0,0.0,0,
T001185,43.14,14,CH,restaurant,mobile,0.045,0,3.7873664008285903,0,0,0.0,0,
T000485,10.45,15,IT,restaurant,mobile,0.133,0,2.4379897300002487,0,0,0.0,0,
T000331,14.32,17,DE,restaurant,desktop,0.051,0,2.729159164312445,0,0,0.0,0,
T000788,23.52,11,CH,retail,desktop,0.099,0,3.1994891110680106,0,0,0.0,0,
T000194,27.22,21,DE,grocery,mobile,0.197,0,3.340030946424668,0,0,0.0,0,
T000637,25.64,6,DE,fuel,mobile,0.196,0,3.2824138456721883,1,0,0.0,0,
T000471,6.16,14,DE,restaurant,desktop,0.187,0,1.9685099809725544,0,0,0.0,0,
T001713,40.79,18,CH,retail,mobile,0.137,0,3.732657076459824,0,0,0.0,0,
T000322,15.02,15,CH,grocery,mobile,0.022,0,2.7738379416402132,0,0,0.0,0,
T001196,24.25,6,CH,retail,mobile,0.076,0,3.228826155721369,1,0,0.0,0,
T000266,65.33,14,DE,restaurant,desktop,0.077,0,4.194642283537465,0,0,0.0,0,
T001543,18.65,21,CH,grocery,pos,0.015,0,2.9780773383152703,0,0,0.0,0,
T001803,9.89,13,CH,fuel,mobile,0.023,0,2.387844936944869,0,0,0.0,0,
T000067,44.8,13,DE,restaurant,desktop,0.163,0,3.8242840911201395,0,0,0.0,0,
T001737,12.93,12,CH,retail,mobile,0.089,0,2.6340447877917144,0,0,0.0,0,
T001592,31.88,11,CH,grocery,mobile,0.104,0,3.492864570187979,0,0,0.0,0,
T001563,41.7,19,DE,fuel,desktop,0.147,0,3.754198920234579,0,0,0.0,0,
T000480,22.72,12,FR,restaurant,desktop,0.12,0,3.1663185741295248,0,0,0.0,0,
T001756,22.59,13,IT,restaurant,pos,0.183,0,3.1608228934195837,0,0,0.0,0,
T001912,35.98,17,CH,restaurant,desktop,0.199,0,3.610377225958979,0,0,0.0,0,
T001440,36.52,11,CH,fuel,mobile,0.021,0,3.624874124138024,0,0,0.0,0,
T001460,22.58,18,CH,restaurant,desktop,0.097,0,3.160398895109225,0,0,0.0,0,
T000887,19.78,14,IT,grocery,mobile,0.035,0,3.0339909856710814,0,0,0.0,0,
T000422,21.13,12,FR,retail,desktop,0.173,0,3.096934154062958,0,0,0.0,0,
T001674,64.67,14,DE,grocery,pos,0.032,0,4.184642200202881,0,0,0.0,0,
T001449,24.85,21,CH,grocery,mobile,0.187,0,3.2523106009544382,0,0,0.0,0,
T000764,48.89,14,CH,grocery,pos,0.111,0,3.909820581872946,0,0,0.0,0,
T000519,38.51,22,CH,grocery,desktop,0.189,0,3.6765538044232993,0,0,0.0,0,
T001431,40.02,17,CH,fuel,mobile,0.187,0,3.7140597526442347,0,0,0.0,0,
T000613,12.49,15,CH,fuel,mobile,0.157,0,2.6019486702196644,0,0,0.0,0,
T001530,26.7,21,IT,grocery,mobile,0.12,0,3.3214324131932926,0,0,0.0,0,
T001782,9.95,13,CH,fuel,mobile,0.037,0,2.3933394562625097,0,0,0.0,0,
T001658,13.41,18,CH,grocery,pos,0.035,0,2.667922410011431,0,0,0.0,0,
T000453,33.2,22,FR,retail,mobile,0.047,0,3.5322256440685598,0,0,0.0,0,
T000730,27.59,6,FR,fuel,mobile,0.08,0,3.3530570063342204,1,0,0.0,0,
T000534,16.59,13,CH,grocery,mobile,0.109,0,2.8673305587494666,0,0,0.0,0,
T000965,58.21,13,DE,grocery,pos,0.104,0,4.081090446543684,0,0,0.0,0,
T001284,15.31,6,DE,fuel,mobile,0.17,0,2.7917784166329227,1,0,0.0,0,
T001739,68.47,20,FR,fuel,pos,0.185,0,4.2408950047047895,0,0,0.0,0,
T000261,23.67,9,CH,grocery,desktop,0.039,0,3.2055879305412653,0,0,0.0,0,
T000535,25.24,19,IT,grocery,desktop,0.158,0,3.267284964075888,0,0,0.0,0,
T000968,23.95,7,IT,retail,mobile,0.059,0,3.2168738221975275,0,0,0.0,0,
T000240,15.25,9,DE,retail,pos,0.116,0,2.7880929087757464,0,0,0.0,0,
T000819,46.49,18,CH,retail,mobile,0.188,0,3.8605191625610304,0,0,0.0,0,
T000692,12.82,15,DE,grocery,mobile,0.119,0,2.626116818339524,0,0,0.0,0,
T000420,84.47,17,CH,restaurant,pos,0.056,0,4.448165437177926,0,0,0.0,0,
T001085,31.75,12,CH,restaurant,mobile,0.147,0,3.488902962081261,0,0,0.0,0,
T001998,62.7,4,US,electronics,vpn,0.704,1,4.154184562578117,1,1,1.0,1,HIGH
T000365,19.28,6,FR,retail,pos,0.069,0,3.0096351787229825,1,0,0.0,0,
T001022,24.18,14,FR,grocery,mobile,0.106,0,3.2260500286162013,0,0,0.0,0,
T001240,19.54,13,DE,fuel,mobile,0.171,0,3.0223742045004123,0,0,0.0,0,
T000588,40.37,18,CH,grocery,mobile,0.108,0,3.72255598047332,0,0,0.0,0,
T000736,28.61,11,DE,grocery,mobile,0.131,0,3.3881121421135,0,0,0.0,0,
T001761,38.29,11,DE,retail,mobile,0.197,0,3.6709700335703683,0,0,0.0,0,
T000941,41.41,9,FR,restaurant,mobile,0.133,0,3.747384183486499,0,0,0.0,0,
T000071,61.73,6,CH,retail,mobile,0.06,0,4.138839802108651,1,0,0.005,0,LOW
T001407,60.39,10,CH,retail,mobile,0.013,0,4.117246955439405,0,0,0.0,0,
T000259,39.05,21,DE,fuel,mobile,0.117,0,3.6901286735143684,0,0,0.0,0,
T000051,19.47,8,DE,grocery,pos,0.034,0,3.018960399673198,0,0,0.0,0,
T000198,25.4,16,CH,grocery,pos,0.177,0,3.2733640101522705,0,0,0.0,0,
T001788,29.71,17,DE,restaurant,mobile,0.18,0,3.4245883344527313,0,0,0.0,0,
T000650,74.39,14,CH,retail,mobile,0.078,0,4.32267464022361,0,0,0.0,0,
T000332,25.67,6,IT,fuel,desktop,0.058,0,3.283539338193923,1,0,0.0,0,
T001359,27.39,13,IT,grocery,mobile,0.128,0,3.34603697048488,0,0,0.0,0,
T000593,29.97,14,DE,grocery,mobile,0.182,0,3.4330189939851112,0,0,0.0,0,
T001391,16.34,11,CH,retail,pos,0.065,0,2.853015971352396,0,0,0.0,0,
T001800,76.76,18,CH,fuel,mobile,0.119,0,4.353627160152183,0,0,0.0,0,
T001314,24.69,17,FR,grocery,pos,0.023,0,3.2461018111217923,0,0,0.0,0,
T001111,27.95,7,FR,retail,desktop,0.058,0,3.3655702040190043,0,0,0.0,0,
T001006,41.98,16,DE,grocery,mobile,0.026,0,3.7607348912143643,0,0,0.0,0,
T001326,13.96,22,CH,grocery,mobile,0.158,0,2.7053799725463312,0,0,0.0,0,
T000426,13.75,10,DE,grocery,pos,0.195,0,2.691243082785829,0,0,0.0,0,
T001558,60.08,7,CH,fuel,mobile,0.014,0,4.1121844803504315,0,0,0.0,0,
T001293,40.57,11,DE,retail,pos,0.152,0,3.727378753264546,0,0,0.0,0,
T000590,25.61,20,FR,retail,pos,0.017,0,3.281287084989598,0,0,0.0,0,
T001957,150.62,2,NG,electronics,vpn,0.791,1,5.021377390628158,1,1,1.0,1,HIGH
T001976,103.35,0,US,travel,emulator,0.865,1,4.647750633523209,1,1,1.0,1,HIGH
T001132,64.6,22,DE,fuel,mobile,0.09,0,4.183575695950044,0,0,0.0,0,
T000985,12.24,16,DE,retail,mobile,0.1,0,2.5832425505088623,0,0,0.0,0,
T000398,22.9,12,CH,grocery,desktop,0.023,0,3.173878458937465,0,0,0.0,0,
T001511,21.84,6,DE,grocery,mobile,0.035,0,3.1285133847878095,1,0,0.0,0,
T000436,65.18,12,CH,retail,desktop,0.084,0,4.192378302493466,0,0,0.0,0,
T000192,27.9,9,CH,fuel,pos,0.016,0,3.3638415951183864,0,0,0.0,0,
T001435,29.07,16,CH,fuel,pos,0.119,0,3.4035279970004377,0,0,0.0,0,
T000614,106.43,11,CH,fuel,mobile,0.195,0,4.676839472678451,0,0,0.0,0,
T001493,27.41,16,CH,retail,mobile,0.013,0,3.3467411958660964,0,0,0.0,0,
T000576,28.26,10,DE,fuel,desktop,0.149,0,3.3762213955919784,0,0,0.0,0,
T000986,60.46,16,CH,grocery,mobile,0.091,0,4.1183865567023386,0,0,0.0,0,
T001432,41.11,13,CH,fuel,pos,0.105,0,3.7402852421738366,0,0,0.0,0,
T000706,11.38,14,CH,retail,desktop,0.152,0,2.5160822672564502,0,0,0.0,0,
T001258,16.07,14,DE,retail,desktop,0.059,0,2.837322536806349,0,0,0.0,0,
T000141,53.75,10,CH,grocery,mobile,0.182,0,4.00277736869661,0,0,0.0,0,
T001357,31.03,7,CH,retail,mobile,0.071,0,3.466672963621067,0,0,0.0,0,
T000002,36.18,10,IT,fuel,mobile,0.168,0,3.6157709822932977,0,0,0.0,0,
T001221,29.54,20,FR,retail,pos,0.044,0,3.4190372997904865,0,0,0.0,0,
T001869,19.17,15,CH,retail,mobile,0.09,0,3.0041963519661206,0,0,0.0,0,
T001622,42.59,15,CH,fuel,desktop,0.158,0,3.774827766250301,0,0,0.0,0,
T000339,17.49,11,CH,retail,mobile,0.196,0,2.9172300453990334,0,0,0.0,0,
T001769,34.15,12,CH,retail,desktop,0.041,0,3.5596246182566738,0,0,0.0,0,
T001536,33.39,18,CH,restaurant,mobile,0.061,0,3.537765824444175,0,0,0.0,0,
T000483,27.72,22,CH,restaurant,mobile,0.108,0,3.3575937441800234,0,0,0.0,0,
T000265,11.6,20,FR,fuel,pos,0.093,0,2.533696813957432,0,0,0.0,0,
T000376,41.4,16,IT,grocery,mobile,0.136,0,3.747148362237912,0,0,0.0,0,
T000741,11.38,12,CH,restaurant,desktop,0.158,0,2.5160822672564502,0,0,0.0,0,
T001013,16.22,22,CH,grocery,mobile,0.124,0,2.8460714989995846,0,0,0.0,0,
T000439,23.73,9,IT,grocery,mobile,0.091,0,3.208017081533325,0,0,0.0,0,
T000271,10.37,18,DE,grocery,desktop,0.198,0,2.4309783077624445,0,0,0.0,0,
T000184,21.45,8,CH,fuel,mobile,0.174,0,3.1112906141882632,0,0,0.0,0,
T000939,17.49,19,CH,retail,mobile,0.169,0,2.9172300453990334,0,0,0.0,0,
T000244,11.94,20,CH,grocery,desktop,0.077,0,2.5603232890727545,0,0,0.0,0,
T000931,75.85,22,DE,grocery,mobile,0.192,0,4.341855469984605,0,0,0.0,0,
T000445,36.66,20,CH,fuel,pos,0.066,0,3.628598523229006,0,0,0.0,0,
T000596,20.87,22,FR,fuel,desktop,0.02,0,3.0851158346886765,0,0,0.0,0,
T000817,41.84,6,CH,restaurant,mobile,0.187,0,3.757472245579548,1,0,0.0,0,
T001272,12.74,9,CH,grocery,mobile,0.091,0,2.620311286794203,0,0,0.0,0,
T001676,50.92,20,CH,retail,desktop,0.092,0,3.9497040723958348,0,0,0.0,0,
T000486,16.64,15,DE,retail,mobile,0.091,0,2.8701690505786455,0,0,0.0,0,
T000680,37.83,19,FR,restaurant,desktop,0.017,0,3.659193143743576,0,0,0.0,0,
T000415,15.66,14,FR,retail,mobile,0.053,0,2.8130106367386967,0,0,0.0,0,
T000273,24.68,13,DE,grocery,desktop,0.136,0,3.2457124788217606,0,0,0.0,0,
T001471,17.02,10,CH,fuel,pos,0.149,0,2.8914822521801917,0,0,0.0,0,
T001829,24.81,20,CH,fuel,desktop,0.047,0,3.2507620137305224,0,0,0.0,0,
T001454,34.44,8,DE,retail,desktop,0.102,0,3.56784112573688,0,0,0.0,0,
T000250,11.51,14,CH,fuel,pos,0.041,0,2.5265283244788197,0,0,0.0,0,
T000413,52.81,7,DE,fuel,desktop,0.109,0,3.9854593235013285,0,0,0.0,0,
T001385,29.36,13,CH,retail,desktop,0.046,0,3.4131259525274293,0,0,0.0,0,
T001307,24.4,8,IT,grocery,pos,0.068,0,3.2347491740244907,0,0,0.0,0,
T000715,47.56,16,DE,retail,pos,0.088,0,3.8828001467512427,0,0,0.0,0,
T000310,21.53,10,DE,grocery,mobile,0.024,0,3.114847754444153,0,0,0.0,0,
T000926,17.54,20,FR,fuel,desktop,0.129,0,2.919930560137709,0,0,0.0,0,
T000381,17.12,21,CH,restaurant,mobile,0.103,0,2.8970163006148333,0,0,0.0,0,
T001565,20.72,17,CH,retail,mobile,0.148,0,3.0782334950657346,0,0,0.0,0,
T000425,55.77,13,CH,retail,pos,0.095,0,4.039008017182635,0,0,0.0,0,
T001874,53.85,15,DE,grocery,mobile,0.062,0,4.00460218672124,0,0,0.0,0,
T000532,23.58,16,CH,fuel,pos,0.161,0,3.201933104137889,0,0,0.0,0,
T000752,13.66,18,DE,fuel,desktop,0.139,0,2.6851226964585053,0,0,0.0,0,
T000765,16.09,11,DE,fuel,mobile,0.077,0,2.8384934971274993,0,0,0.0,0,
T001356,17.68,21,FR,fuel,pos,0.069,0,2.9274534328006965,0,0,0.0,0,
T000408,26.37,14,DE,grocery,mobile,0.184,0,3.309447523052588,0,0,0.0,0,
T001614,22.01,16,DE,restaurant,pos,0.11,0,3.1359289040472746,0,0,0.0,0,
T000694,35.02,9,CH,fuel,desktop,0.117,0,3.58407433974781,0,0,0.0,0,
T001738,43.39,19,DE,retail,desktop,0.03,0,3.793014218845944,0,0,0.0,0,
T000548,30.65,13,CH,grocery,mobile,0.148,0,3.4547381485901854,0,0,0.0,0,
T000936,13.29,8,IT,fuel,mobile,0.013,0,2.659559991941776,0,0,0.0,0,
T001389,15.61,18,FR,fuel,pos,0.134,0,2.8100049236252036,0,0,0.0,0,
T001607,65.03,11,DE,retail,mobile,0.047,0,4.19010918420648,0,0,0.0,0,
T001939,26.02,16,DE,restaurant,mobile,0.132,0,3.2965773325320527,0,0,0.0,0,
T001481,19.62,11,CH,restaurant,desktop,0.089,0,3.026261478588814,0,0,0.0,0,
T000182,12.9,21,CH,grocery,desktop,0.094,0,2.631888840136646,0,0,0.0,0,
T001940,184.46,3,RU,travel,unknown,0.812,1,5.22283922537208,1,1,1.0,1,HIGH
T001160,5.48,11,CH,grocery,mobile,0.012,0,1.8687205103641835,0,0,0.0,0,
T000170,14.39,20,CH,fuel,mobile,0.044,0,2.733717947850788,0,0,0.0,0,
T000292,17.23,15,CH,retail,mobile,0.141,0,2.9030685886905716,0,0,0.0,0,
T000561,85.22,12,CH,grocery,pos,0.187,0,4.4569021693189885,0,0,0.0,0,
T001456,38.55,20,CH,restaurant,desktop,0.11,0,3.677565694213663,0,0,0.0,0,
T001876,17.51,12,IT,restaurant,pos,0.019,0,2.9183111265854063,0,0,0.0,0,
T001651,29.83,15,CH,fuel,desktop,0.157,0,3.428488241898059,0,0,0.0,0,
T000849,17.84,17,FR,retail,mobile,0.069,0,2.935982269148217,0,0,0.0,0,
T000272,49.3,9,CH,restaurant,mobile,0.024,0,3.9180050771056933,0,0,0.0,0,
T001549,51.22,16,CH,restaurant,desktop,0.159,0,3.955465563270983,0,0,0.0,0,
T001034,18.36,19,CH,restaurant,mobile,0.055,0,2.963209081848431,0,0,0.0,0,
T001743,49.26,20,DE,grocery,desktop,0.016,0,3.917209532115446,0,0,0.0,0,
T000371,33.08,10,FR,fuel,pos,0.159,0,3.528710701961115,0,0,0.0,0,
T001669,34.06,15,DE,fuel,pos,0.155,0,3.5570608794930885,0,0,0.0,0,
T000721,8.79,20,CH,grocery,pos,0.12,0,2.281361456542419,0,0,0.0,0,
T000733,8.83,11,DE,restaurant,desktop,0.113,0,2.285438934159075,0,0,0.0,0,
T000777,21.15,20,FR,restaurant,desktop,0.079,0,3.0978374964911444,0,0,0.0,0,
T000518,26.04,8,DE,restaurant,desktop,0.194,0,3.2973172511747633,0,0,0.0,0,
T000334,44.04,21,CH,grocery,desktop,0.194,0,3.807550983831435,0,0,0.0,0,
T000845,32.97,14,IT,fuel,desktop,0.127,0,3.5254777821724925,0,0,0.0,0,
T001251,40.45,6,IT,restaurant,mobile,0.037,0,3.724487881581304,1,0,0.0,0,
T001052,33.0,16,DE,grocery,mobile,0.079,0,3.5263605246161616,0,0,0.0,0,
T001923,28.32,15,CH,restaurant,mobile,0.099,0,3.3782698770184507,0,0,0.0,0,
T000015,17.51,16,CH,retail,mobile,0.176,0,2.9183111265854063,0,0,0.0,0,
T000707,70.31,11,CH,retail,pos,0.161,0,4.267036570040212,0,0,0.0,0,
T000900,30.61,10,DE,grocery,desktop,0.022,0,3.4534735262275262,0,0,0.0,0,
T001979,612.18,1,BR,crypto,vpn,0.691,1,6.418658530679712,1,1,1.0,1,HIGH
T001572,29.26,10,CH,grocery,mobile,0.045,0,3.40982670836021,0,0,0.0,0,
T000903,52.83,14,CH,fuel,desktop,0.069,0,3.985830932572866,0,0,0.0,0,
T000465,21.49,20,DE,restaurant,mobile,0.101,0,3.1130707659712242,0,0,0.0,0,
T001977,66.11,4,RU,travel,vpn,0.786,1,4.206333064170148,1,1,1.0,1,HIGH
T000199,12.36,6,CH,restaurant,desktop,0.164,0,2.5922651681085,1,0,0.0,0,
T001206,16.1,18,DE,grocery,pos,0.19,0,2.8390784635086144,0,0,0.0,0,
T001055,16.4,13,CH,restaurant,mobile,0.074,0,2.856470206220483,0,0,0.0,0,
T001131,31.6,13,CH,fuel,mobile,0.16,0,3.484312288372662,0,0,0.0,0,
T001379,73.38,20,CH,grocery,mobile,0.113,0,4.309187088496924,0,0,0.0,0,
T000998,17.41,10,CH,grocery,mobile,0.038,0,2.9128939952449864,0,0,0.0,0,
T000727,30.22,16,FR,restaurant,pos,0.038,0,3.441058915087286,0,0,0.0,0,
T001771,67.83,16,CH,restaurant,mobile,0.168,0,4.231639696410273,0,0,0.0,0,
T001909,26.73,16,CH,retail,mobile,0.122,0,3.322514859627687,0,0,0.0,0,
T001821,25.69,19,DE,grocery,mobile,0.199,0,3.284288963416433,0,0,0.0,0,
T000567,13.4,6,CH,fuel,mobile,0.197,0,2.667228206581955,1,0,0.0,0,
T000043,20.48,16,CH,fuel,pos,0.029,0,3.067122269640664,0,0,0.0,0,
T000274,13.61,8,IT,restaurant,desktop,0.095,0,2.681706225762608,0,0,0.0,0,
T001096,25.72,13,CH,fuel,mobile,0.137,0,3.285412348668445,0,0,0.0,0,
T000101,19.06,7,CH,retail,desktop,0.129,0,2.9987277825337895,0,0,0.0,0,
T001231,10.78,16,CH,restaurant,mobile,0.132,0,2.4664031782234406,0,0,0.0,0,
T001721,20.99,11,CH,restaurant,mobile,0.039,0,3.09058780456667,0,0,0.0,0,
T001832,43.46,12,CH,retail,desktop,0.18,0,3.7945899085360506,0,0,0.0,0,
T000107,27.24,13,DE,restaurant,mobile,0.137,0,3.3407394126250414,0,0,0.0,0,
T001617,15.63,17,CH,retail,desktop,0.135,0,2.8112082932048366,0,0,0.0,0,
T000497,21.88,11,CH,retail,mobile,0.193,0,3.130263166511597,0,0,0.0,0,
T001980,50.4,1,US,travel,emulator,0.93,1,3.9396381724611196,1,1,0.995,1,HIGH
T000881,17.84,9,IT,restaurant,mobile,0.181,0,2.935982269148217,0,0,0.0,0,
T000756,32.98,19,DE,restaurant,mobile,0.025,0,3.525772116243786,0,0,0.0,0,
T000619,28.06,14,DE,grocery,mobile,0.059,0,3.369362658142137,0,0,0.0,0,
T001106,35.43,18,CH,fuel,desktop,0.077,0,3.5953926110204724,0,0,0.0,0,
T001935,9.96,12,CH,fuel,mobile,0.133,0,2.3942522815198695,0,0,0.0,0,
T000809,14.34,20,CH,restaurant,mobile,0.145,0,2.73046379593911,0,0,0.0,0,
T001037,10.19,6,CH,restaurant,desktop,0.13,0,2.4150205223238337,1,0,0.0,0,
T000072,24.01,9,CH,grocery,pos,0.058,0,3.219275744889528,0,0,0.0,0,
T001283,43.55,13,CH,restaurant,mobile,0.128,0,3.7966121539168185,0,0,0.0,0,
T001271,35.36,10,IT,restaurant,mobile,0.042,0,3.5934692693092782,0,0,0.0,0,
T001334,26.82,11,CH,grocery,mobile,0.199,0,3.325755186495297,0,0,0.0,0,
T001458,53.19,14,DE,restaurant,pos,0.141,0,3.9924963895780228,0,0,0.0,0,
T000481,13.83,21,IT,restaurant,mobile,0.085,0,2.696652156149841,0,0,0.0,0,
T001068,18.53,14,FR,restaurant,mobile,0.055,0,2.9719517448885875,0,0,0.0,0,
T000506,17.19,12,DE,grocery,desktop,0.156,0,2.900871992530031,0,0,0.0,0,
T001237,17.6,6,CH,fuel,mobile,0.066,0,2.9231615807191558,1,0,0.0,0,
T001861,39.9,19,IT,restaurant,mobile,0.042,0,3.7111300630487563,0,0,0.0,0,
T001989,71.02,1,US,travel,unknown,0.82,1,4.276943858220729,1,1,1.0,1,HIGH
T001476,22.82,10,CH,retail,pos,0.145,0,3.170525563927154,0,0,0.0,0,
T001866,45.58,15,CH,fuel,mobile,0.035,0,3.841171264456195,0,0,0.0,0,
T001455,8.53,13,CH,grocery,desktop,0.059,0,2.254444717666111,0,0,0.0,0,
T000311,47.43,14,DE,retail,desktop,0.098,0,3.880119456415138,0,0,0.0,0,
T000962,27.6,19,CH,grocery,pos,0.101,0,3.353406717825807,0,0,0.0,0,
T000405,35.65,18,IT,restaurant,desktop,0.148,0,3.6014134283326604,0,0,0.0,0,
T001330,61.46,19,FR,retail,desktop,0.174,0,4.134526351854933,0,0,0.0,0,
T001649,116.02,12,CH,retail,mobile,0.118,0,4.76234486036009,0,0,0.0,0,
T000309,21.73,22,DE,retail,desktop,0.05,0,3.123685637864452,0,0,0.0,0,
T000226,25.5,10,CH,retail,desktop,0.068,0,3.2771447329921766,0,0,0.0,0,
T001857,21.11,8,DE,restaurant,mobile,0.098,0,3.096029994869355,0,0,0.0,0,
T000710,27.84,22,CH,grocery,pos,0.052,0,3.3617633124167483,0,0,0.0,0,
T001943,144.43,4,US,electronics,unknown,0.769,1,4.9796948711896185,1,1,1.0,1,HIGH
T001383,17.06,18,CH,restaurant,mobile,0.075,0,2.8936995479888394,0,0,0.0,0,
T001785,10.23,8,CH,grocery,desktop,0.04,0,2.418588768750352,0,0,0.0,0,
T000148,33.55,17,FR,restaurant,pos,0.147,0,3.542407550213679,0,0,0.0,0,
T001554,21.42,17,DE,fuel,mobile,0.018,0,3.109953417644014,0,0,0.0,0,
T001956,151.62,5,BR,travel,emulator,0.713,1,5.0279511718614875,1,1,1.0,1,HIGH
